ESTADO,CIDADE,NUM_IDOSO
SP,VARGEM,265
BA,CENTRAL,265
SP,MONTE AZUL PAULISTA,265
PE,JOÃO ALFREDO,265
PR,TAPEJARA,265
BA,JAGUARIPE,265
SP,CAJOBI,265
PE,SANHARÓ,265
CE,MILAGRES,265
GO,GOIANÁPOLIS,265
RN,MONTE ALEGRE,265
PE,LAGOA DOS GATOS,265
MG,PASSA TEMPO,265
MT,PARANATINGA,265
PE,SÃO JOSÉ DA COROA GRANDE,264
ES,APIACÁ,264
MT,COMODORO,264
PA,SÃO FRANCISCO DO PARÁ,264
PE,CORRENTES,264
PR,QUATRO BARRAS,264
BA,ITUBERÁ,264
SP,PRADÓPOLIS,264
CE,PEDRA BRANCA,264
MG,GUARANI,264
MG,RIO ACIMA,264
MA,VITORINO FREIRE,264
RO,CANDEIAS DO JAMARI,264
PR,PORECATU,264
PE,BODOCÓ,264
SC,NOVA TRENTO,264
SP,COSMORAMA,264
RN,JOÃO CÂMARA,264
BA,MAIRI,264
SE,JAPARATUBA,263
PR,TERRA RICA,263
PR,BARBOSA FERRAZ,263
GO,ORIZONA,263
RS,CRISSIUMAL,263
BA,MARAÚ,263
GO,ANICUNS,263
PA,CURIONÓPOLIS,263
MA,ALCÂNTARA,263
PR,SANTO ANTÔNIO DO SUDOESTE,263
SP,AURIFLAMA,263
PE,ITAMBÉ,263
MG,GOUVEIA,263
BA,BELO CAMPO,263
TO,TAGUATINGA,263
RS,SANTANA DA BOA VISTA,262
PR,RESERVA,262
RN,SÃO PAULO DO POTENGI,262
SP,ECHAPORÃ,262
SP,SÃO SEBASTIÃO DA GRAMA,262
PR,CAMPINA DA LAGOA,262
SP,TAPIRAÍ,262
PR,TERRA ROXA,262
BA,UTINGA,262
PI,URUÇUÍ,262
CE,IPAUMIRIM,262
RO,ALTA FLORESTA D'OESTE,262
SP,ALTINÓPOLIS,262
PR,CAMPO MAGRO,262
MG,VOLTA GRANDE,262
PR,JATAIZINHO,262
PA,MEDICILÂNDIA,262
RS,SERAFINA CORRÊA,262
MS,RIBAS DO RIO PARDO,262
PR,JAGUAPITÃ,261
PB,SÃO JOÃO DO RIO DO PEIXE,261
BA,ANAGÉ,261
PR,SANTA TEREZINHA DE ITAIPU,261
BA,ITAPÉ,261
SC,GOVERNADOR CELSO RAMOS,261
MG,PRADOS,261
PE,ALIANÇA,261
CE,ARARIPE,261
MG,ITATIAIUÇU,261
PE,BELÉM DO SÃO FRANCISCO,261
CE,VIÇOSA DO CEARÁ,261
SC,CAMPO ALEGRE,261
PI,ELESBÃO VELOSO,261
MS,BRASILÂNDIA,260
MG,BOM JESUS DO GALHO,260
MA,VIANA,260
PA,OURÉM,260
RN,SÃO MIGUEL,260
PR,TIBAGI,260
CE,PARAIPABA,260
PI,BATALHA,260
SP,NOVA EUROPA,260
SP,LINDÓIA,260
MT,VILA RICA,260
PR,ORTIGUEIRA,260
PR,SÃO JERÔNIMO DA SERRA,260
PI,LUIS CORREIA,260
BA,SÃO FELIPE,260
GO,INDIARA,260
PI,NAZÁRIA,259
SP,ALUMÍNIO,259
MG,GRÃO MOGOL,259
ES,ICONHA,259
PA,SÃO DOMINGOS DO ARAGUAIA,259
SP,BILAC,259
PR,TERRA BOA,259
PB,TAPEROÁ,259
MS,CHAPADÃO DO SUL,259
MG,PATROCÍNIO DO MURIAÉ,259
SP,BÁLSAMO,259
GO,VIANÓPOLIS,259
BA,BARRA DA ESTIVA,259
PR,MAMBORÊ,259
MG,UBAPORANGA,259
RN,ANGICOS,259
SP,GUARAÇAÍ,259
MG,CANÁPOLIS,259
SE,NEÓPOLIS,259
BA,UBATÃ,259
SP,ARIRANHA,259
MS,ANTÔNIO JOÃO,259
RN,ACARI,259
BA,MURITIBA,259
RS,GLORINHA,259
PB,REMÍGIO,258
RS,NONOAI,258
RO,COLORADO DO OESTE,258
MA,BEQUIMÃO,258
ES,IBIRAÇU,258
PE,ITAQUITINGA,258
RS,BOM JESUS,258
SC,ILHOTA,258
PR,ALTÔNIA,258
BA,GUARATINGA,258
AP,LARANJAL DO JARI,258
PB,SOLEDADE,258
BA,COTEGIPE,258
MA,AMARANTE DO MARANHÃO,258
MG,IBIRACI,258
MG,PEDRALVA,258
MS,NOVA ALVORADA DO SUL,258
MG,SANTA MARGARIDA,258
MA,BOM JARDIM,258
TO,PEDRO AFONSO,258
MG,ÁGUA BOA,258
MA,MORROS,258
BA,SANTA TEREZINHA,257
TO,FORMOSO DO ARAGUAIA,257
MS,DOIS IRMÃOS DO BURITI,257
SC,SEARA,257
CE,JARDIM,257
SP,GUAREÍ,257
SP,GÁLIA,257
AM,CAREIRO,257
GO,FIRMINÓPOLIS,257
GO,URUANA,257
MG,CABO VERDE,257
PB,POCINHOS,257
GO,CRIXÁS,257
SP,SANTA GERTRUDES,257
PR,MOREIRA SALES,256
MG,DELFIM MOREIRA,256
PE,PRIMAVERA,256
MG,RIO PARANAÍBA,256
MG,BELO VALE,256
SE,RIBEIRÓPOLIS,256
SC,LEBON RÉGIS,256
BA,GLÓRIA,256
PB,ALAGOA NOVA,256
MG,BONFIM,256
MA,ESTREITO,256
PB,PICUÍ,255
PE,IPUBI,255
RS,CASCA,255
PA,SANTA BÁRBARA DO PARÁ,255
CE,NOVO ORIENTE,255
MT,NOBRES,255
PE,AGRESTINA,255
MG,MÁRIO CAMPOS,255
MA,PORTO FRANCO,255
BA,SÃO FÉLIX,255
GO,PARAÚNA,255
ES,JAGUARÉ,255
PA,GOIANÉSIA DO PARÁ,255
PR,URAÍ,255
CE,MUCAMBO,255
SP,SANTA ALBERTINA,255
PB,BANANEIRAS,255
CE,CARIRIAÇU,255
TO,MIRANORTE,255
SP,MARACAÍ,254
MG,SANTA MARIA DE ITABIRA,254
BA,CIPÓ,254
RN,JUCURUTU,254
AM,URUCURITUBA,254
BA,CRISÓPOLIS,254
SE,ITABAIANINHA,254
SC,PALMITOS,254
PB,PRINCESA ISABEL,254
CE,MILHÃ,254
PR,CURIÚVA,254
PE,PARNAMIRIM,254
SC,PRESIDENTE GETÚLIO,254
SP,DIVINOLÂNDIA,254
PR,BOCAIÚVA DO SUL,254
MG,LAGOA DOURADA,254
MA,BARÃO DE GRAJAÚ,254
BA,ITAGIBÁ,254
RS,CATUÍPE,254
MS,BANDEIRANTES,253
MA,SÃO BENTO,253
MG,SOLEDADE DE MINAS,253
MG,CAPITÃO ENÉAS,253
CE,SANTANA DO ACARAÚ,253
MT,DOM AQUINO,253
MG,CENTRALINA,253
CE,ALTO SANTO,253
SP,HERCULÂNDIA,253
CE,PIQUET CARNEIRO,253
PE,SERRITA,253
SP,PIRATININGA,253
PR,PLANALTO,253
SE,MARUIM,253
GO,ABADIÂNIA,253
MG,SÃO GERALDO,252
MA,PINDARÉ-MIRIM,252
RN,SANTO ANTÔNIO,252
PR,SANTA IZABEL DO OESTE,252
PA,TRACUATEUA,252
MG,BUENÓPOLIS,252
PE,TORITAMA,252
BA,PINDOBAÇU,252
PR,CAPITÃO LEÔNIDAS MARQUES,252
BA,CAIRU,252
SC,GRAVATAL,251
MG,NAZARENO,251
PE,ITAPISSUMA,251
PE,GLÓRIA DO GOITÁ,251
MG,ITACARAMBI,251
MG,JORDÂNIA,251
RS,FAXINAL DO SOTURNO,251
AC,XAPURI,251
ES,ITARANA,251
MG,COQUEIRAL,251
RJ,COMENDADOR LEVY GASPARIAN,251
SP,CRISTAIS PAULISTA,251
BA,FLORESTA AZUL,251
SP,MACAUBAL,251
PR,IMBITUVA,251
PE,BOM JARDIM,251
GO,JANDAIA,251
PE,MACAPARANA,251
PE,SIRINHAÉM,251
PR,CENTENÁRIO DO SUL,251
PB,UIRAÚNA,251
BA,ANTAS,251
BA,TERRA NOVA,251
SP,MONTE ALEGRE DO SUL,251
SP,ICÉM,250
PI,MONSENHOR GIL,250
PB,SÃO BENTO,250
RN,LAJES,250
MG,VARZELÂNDIA,250
AL,BOCA DA MATA,250
AC,FEIJÓ,250
MG,PRATÁPOLIS,250
SC,PINHALZINHO,250
RS,SALTO DO JACUÍ,250
PA,AUGUSTO CORRÊA,250
MS,PORTO MURTINHO,250
MG,FREI INOCÊNCIO,250
MT,CONFRESA,250
RN,PATU,249
MT,NOVA MUTUM,249
SP,ITATINGA,249
BA,MADRE DE DEUS,249
BA,CÂNDIDO SALES,249
SP,URÂNIA,249
BA,FILADÉLFIA,249
SC,IMARUÍ,249
PR,SANTA ISABEL DO IVAÍ,249
CE,URUBURETAMA,249
RN,UMARIZAL,249
RS,CERRO LARGO,249
PA,TUCUMÃ,249
RO,PRESIDENTE MÉDICI,248
PE,ALTINHO,248
MG,DIONÍSIO,248
MA,TURIAÇU,248
MG,CAPITÓLIO,248
SC,CANELINHA,248
MG,TIRADENTES,248
PE,RIO FORMOSO,248
MS,ÁGUA CLARA,248
PA,PACAJÁ,248
AL,CAPELA,248
MG,LAGOA FORMOSA,248
AL,MARAGOGI,248
MG,SANTANA DE PIRAPAMA,248
BA,RIACHO DE SANTANA,248
SC,LAURO MÜLLER,248
RS,PLANALTO,248
SP,ESTRELA D'OESTE,248
BA,LENÇÓIS,248
ES,SANTA LEOPOLDINA,248
MG,SERRA DO SALITRE,248
BA,POTIRAGUÁ,248
MG,TURMALINA,248
PE,LAGOA DE ITAENGA,247
CE,SANTANA DO CARIRI,247
AM,BENJAMIN CONSTANT,247
PR,CAFELÂNDIA,247
AL,TEOTÔNIO VILELA,247
MG,ALTO JEQUITIBÁ,247
MA,BURITI,247
MS,IGUATEMI,247
AL,VIÇOSA,247
MS,PEDRO GOMES,247
SC,PASSO DE TORRES,247
RS,TERRA DE AREIA,247
MS,BATAYPORÃ,247
BA,RIO DO ANTÔNIO,247
SP,GENERAL SALGADO,247
SE,FREI PAULO,247
PR,MARMELEIRO,247
MG,RIO PARDO DE MINAS,247
PB,BELÉM,247
MA,TUTÓIA,247
PB,BOQUEIRÃO,247
GO,MARA ROSA,247
CE,IBIAPINA,247
BA,TANHAÇU,247
SP,PEDREGULHO,246
GO,NOVA VENEZA,246
PA,CANAÃ DOS CARAJÁS,246
RS,ARROIO DO TIGRE,246
MG,MIRADOURO,246
BA,TAPIRAMUTÁ,246
MG,ITAGUARA,246
SC,POUSO REDONDO,246
GO,MOZARLÂNDIA,246
SC,MASSARANDUBA,246
CE,JUCÁS,246
PR,MANGUEIRINHA,246
RS,SANTO CRISTO,246
PA,OURILÂNDIA DO NORTE,246
RS,SEBERI,246
MG,IAPU,246
CE,GUAIÚBA,246
PA,PORTEL,245
PR,SENGÉS,245
BA,ITUAÇU,245
PB,INGÁ,245
SP,FLÓRIDA PAULISTA,245
MA,DOM PEDRO,245
MG,ABRE CAMPO,245
MA,BREJO,245
MG,IPABA,245
ES,RIO NOVO DO SUL,245
TO,ALVORADA,245
TO,ARRAIAS,245
MG,SERRANIA,245
RR,RORAINÓPOLIS,245
PB,RIO TINTO,245
PE,LAGOA GRANDE,245
MA,SANTA QUITÉRIA DO MARANHÃO,245
PE,FEIRA NOVA,245
PA,SÃO GERALDO DO ARAGUAIA,244
BA,SANTA INÊS,244
PR,JOAQUIM TÁVORA,244
RN,GOIANINHA,244
PA,TERRA ALTA,244
ES,SOORETAMA,244
SP,IRAPURU,244
BA,ANDARAÍ,244
BA,PALMEIRAS,244
PE,CACHOEIRINHA,244
SP,SERRA AZUL,244
MT,ARIPUANÃ,244
RO,ALVORADA DO OESTE,244
PR,RONDON,244
SC,LONTRAS,244
BA,SANTA LUZIA,244
PE,TUPANATINGA,244
PR,VITORINO,244
ES,ATÍLIO VIVÁCQUA,244
PE,CANHOTINHO,244
SE,PIRAMBU,244
CE,QUITERIANÓPOLIS,244
BA,SERRA DOURADA,244
PB,COREMAS,244
MT,SÃO JOSÉ DO RIO CLARO,244
MG,PIRANGUINHO,244
SP,NHANDEARA,244
MG,ANTÔNIO DIAS,244
AM,BOCA DO ACRE,244
MG,SÃO JOÃO BATISTA DO GLÓRIA,244
ES,MARECHAL FLORIANO,244
MG,JEQUITIBÁ,244
MG,GURINHATÃ,243
MT,ARAPUTANGA,243
GO,CAMPOS BELOS,243
PA,AURORA DO PARÁ,243
CE,SÃO LUÍS DO CURU,243
PE,CAMOCIM DE SÃO FÉLIX,243
RS,JAGUARI,243
SC,ANITA GARIBALDI,243
SP,EUCLIDES DA CUNHA PAULISTA,243
MG,INHAÚMA,243
MG,RIO VERMELHO,243
SE,PORTO DA FOLHA,243
MG,VIRGEM DA LAPA,243
PR,CÉU AZUL,243
SE,CARIRA,243
PB,TEIXEIRA,243
PI,ANGICAL DO PIAUÍ,242
RS,IVOTI,242
TO,DIANÓPOLIS,242
RO,MACHADINHO D'OESTE,242
AP,MAZAGÃO,242
BA,PIRITIBA,242
GO,CORUMBAÍBA,242
MA,RAPOSA,242
BA,PRESIDENTE TANCREDO NEVES,242
GO,RIALMA,242
PR,NOVA AURORA,242
RS,SÃO MARCOS,242
PE,INAJÁ,242
BA,BOA NOVA,242
MS,ITAQUIRAÍ,242
PA,MAGALHÃES BARATA,242
MG,VIRGINÓPOLIS,241
MG,ITUMIRIM,241
MG,CAPETINGA,241
PR,ITAPEJARA D'OESTE,241
RS,AGUDO,241
MG,ESTIVA,241
PI,REGENERAÇÃO,241
AM,BARREIRINHA,241
BA,CAFARNAUM,241
MG,ENGENHEIRO CALDAS,241
PB,LUCENA,241
MG,GALILÉIA,241
BA,BREJÕES,241
MA,SANTA HELENA,241
RS,CHUÍ,241
SP,LUÍS ANTÔNIO,241
SP,LAVRINHAS,241
MG,RUBIM,241
SE,CARMÓPOLIS,240
PE,TRIUNFO,240
MA,ZÉ DOCA,240
MA,PIO XII,240
MG,IGUATAMA,240
ES,IRUPI,240
CE,SABOEIRO,240
BA,ANGICAL,240
PA,SANTA MARIA DO PARÁ,240
MG,FERROS,240
RS,VERA CRUZ,240
PI,GUADALUPE,240
RS,ARAMBARÉ,240
MS,ANAURILÂNDIA,240
MG,COIMBRA,240
PE,PASSIRA,240
AM,NOVA OLINDA DO NORTE,240
PE,TACARATU,240
SC,SÃO JOSÉ DO CEDRO,240
MA,SÃO BERNARDO,240
GO,NOVA GLÓRIA,240
RS,CARAÁ,239
PI,LUZILÂNDIA,239
MG,BARRA LONGA,239
CE,FORTIM,239
BA,MACAJUBA,239
MS,DEODÁPOLIS,239
PI,DEMERVAL LOBÃO,239
RS,CRUZEIRO DO SUL,239
SP,SILVEIRAS,239
SP,SABINO,239
MG,AÇUCENA,239
MA,PRESIDENTE DUTRA,239
MG,FUNILÂNDIA,239
BA,SÃO FÉLIX DO CORIBE,239
MA,TRIZIDELA DO VALE,239
MG,BRASILÂNDIA DE MINAS,238
AC,EPITACIOLÂNDIA,238
MG,ILICÍNEA,238
MG,CRISTAIS,238
PA,MUANÁ,238
PI,CANTO DO BURITI,238
MG,GUIDOVAL,238
PA,PRAINHA,238
MA,OLHO D'ÁGUA DAS CUNHÃS,238
RN,BARAÚNA,238
SP,RIBEIRÃO BRANCO,238
MA,CANTANHEDE,238
PE,RIACHO DAS ALMAS,238
PA,RIO MARIA,238
GO,ARAGOIÂNIA,238
SC,FORQUILHINHA,238
CE,JAGUARIBARA,238
MG,VARGEM ALEGRE,238
RN,PEDRO VELHO,238
RS,ITAARA,238
BA,VÁRZEA NOVA,237
PI,INHUMA,237
MA,ALTO ALEGRE DO MARANHÃO,237
RN,FLORÂNIA,237
MG,JURUAIA,237
SP,SANTO ANTÔNIO DO JARDIM,237
CE,ICAPUÍ,237
MA,DAVINÓPOLIS,237
MG,ITANHOMI,237
MG,MATO VERDE,237
MG,SÃO PEDRO DOS FERROS,237
MG,SÃO GONÇALO DO RIO ABAIXO,237
SC,SÃO CARLOS,237
RN,TIBAU DO SUL,237
RS,MOSTARDAS,237
BA,IRAQUARA,237
SP,TAGUAÍ,237
SP,HOLAMBRA,237
PA,IPIXUNA DO PARÁ,237
MT,MATUPÁ,237
GO,PARANAIGUARA,237
PA,SANTA LUZIA DO PARÁ,237
BA,SAÚDE,236
RS,FORMIGUEIRO,236
SE,CANINDÉ DE SÃO FRANCISCO,236
RO,NOVA BRASILÂNDIA D'OESTE,236
RR,CARACARAÍ,236
RS,CERRITO,236
MS,GLÓRIA DE DOURADOS,236
PR,TIJUCAS DO SUL,236
GO,ABADIA DE GOIÁS,236
CE,PEREIRO,236
MG,GUARACIABA,236
MG,TIROS,236
PE,AFRÂNIO,236
RS,BOM PRINCÍPIO,236
SP,TRÊS FRONTEIRAS,236
PR,PARAÍSO DO NORTE,236
BA,CANARANA,236
AL,JUNQUEIRO,236
AM,BARCELOS,236
MT,ITIQUIRA,235
RJ,SÃO JOSÉ DE UBÁ,235
SP,POLONI,235
BA,URANDI,235
MG,BOM JARDIM DE MINAS,235
SP,SUD MENNUCCI,235
SE,POÇO VERDE,235
MG,SÃO ROMÃO,235
BA,PILÃO ARCADO,235
SC,CORREIA PINTO,235
RS,SANTA BÁRBARA DO SUL,235
SP,AMÉRICO DE CAMPOS,235
PR,JESUÍTAS,235
PE,SÃO JOAQUIM DO MONTE,235
TO,PEIXE,235
BA,CONDEÚBA,235
CE,ITAREMA,235
PR,CONTENDA,235
PI,BOM JESUS,235
MG,ESTRELA DO SUL,234
BA,OLIVEIRA DOS BREJINHOS,234
MS,CORGUINHO,234
RS,RONDA ALTA,234
GO,CACHOEIRA ALTA,234
BA,UIBAÍ,234
MG,JECEABA,234
PR,SÃO JOÃO DO CAIUÁ,234
RS,MAQUINÉ,234
SE,SALGADO,234
PR,TOMAZINA,234
PR,BALSA NOVA,234
PB,SÃO JOSÉ DE PIRANHAS,234
PB,BARRA DE SANTA ROSA,234
SP,VERA CRUZ,234
PA,MOJUÍ DOS CAMPOS,234
PB,JUAZEIRINHO,234
MG,JEQUITAÍ,234
SE,SANTO AMARO DAS BROTAS,234
MA,MAGALHÃES DE ALMEIDA,234
PB,PITIMBU,234
MA,COLINAS,234
AL,ANADIA,233
MA,SÃO JOÃO BATISTA,233
SP,ÁGUAS DE SÃO PEDRO,233
PR,QUATIGUÁ,233
PR,BORRAZÓPOLIS,233
GO,ITAPIRAPUÃ,233
BA,PLANALTO,233
MT,NOVA OLÍMPIA,233
SE,UMBAÚBA,233
MG,GUIRICEMA,233
MG,INIMUTABA,233
PE,FLORES,233
MG,CONCEIÇÃO DA APARECIDA,233
AL,MAJOR ISIDORO,233
MG,PAULA CÂNDIDO,233
CE,PORANGA,233
PA,RURÓPOLIS,233
MG,ARCEBURGO,233
MG,ITINGA,233
RS,FELIZ,233
MG,CARAÍ,233
SP,SALES OLIVEIRA,233
SP,TAIÚVA,233
MA,GOVERNADOR EDISON LOBÃO,233
CE,HIDROLÂNDIA,233
MG,POUSO ALTO,233
SP,BARBOSA,232
PR,SÃO JOÃO DO IVAÍ,232
PR,TAMARANA,232
PR,VERA CRUZ DO OESTE,232
SP,CAMPINA DO MONTE ALEGRE,232
AM,CODAJÁS,232
AM,MANAQUIRI,232
MG,MOEDA,232
MG,DOM SILVÉRIO,232
BA,PALMAS DE MONTE ALTO,232
PB,SÃO MAMEDE,232
BA,COCOS,232
RO,COSTA MARQUES,232
PR,SALTO DO LONTRA,232
MG,FLORESTAL,232
ES,CONCEIÇÃO DO CASTELO,232
GO,PETROLINA DE GOIÁS,232
PR,CARAMBEÍ,232
MG,MONSENHOR PAULO,232
PR,MISSAL,232
MG,JEQUERI,232
CE,CARIRÉ,232
CE,PACOTI,231
RS,NOVA HARTZ,231
AP,PORTO GRANDE,231
PB,PEDRAS DE FOGO,231
RS,ARVOREZINHA,231
SP,AREALVA,231
MG,PAINS,231
BA,ITIRUÇU,231
MG,DOM CAVATI,231
TO,PIUM,231
AL,MATA GRANDE,231
CE,ITATIRA,231
AP,OIAPOQUE,231
PB,PUXINANÃ,231
PR,SANTA MARIA DO OESTE,231
MT,ALTO PARAGUAI,231
MG,TOLEDO,231
BA,ARAMARI,231
PE,MARAIAL,231
MS,CORONEL SAPUCAIA,231
AM,APUÍ,231
PA,CONCÓRDIA DO PARÁ,231
BA,ITAGI,231
MG,CARBONITA,231
CE,PALMÁCIA,231
BA,JITAÚNA,231
PB,MARI,231
BA,CHORROCHÓ,231
MG,PORTO FIRME,231
RS,TAPERA,231
AM,LÁBREA,231
MG,SANTANA DO RIACHO,231
AL,PORTO CALVO,231
MA,LAGO DA PEDRA,230
SP,SÃO PEDRO DO TURVO,230
SC,CATANDUVAS,230
BA,IBITITÁ,230
SP,VIRADOURO,230
RN,PENDÊNCIAS,230
BA,SÃO DESIDÉRIO,230
MG,SÃO ROQUE DE MINAS,230
CE,PORTEIRAS,230
SP,QUATÁ,230
RS,CONSTANTINA,230
PI,MIGUEL ALVES,230
RS,BOSSOROCA,230
RO,SÃO MIGUEL DO GUAPORÉ,230
PE,ANGELIM,230
MG,CONQUISTA,230
CE,FORQUILHA,230
MS,SELVÍRIA,230
PI,ALTO LONGÁ,230
CE,CATARINA,230
TO,CRISTALÂNDIA,230
RS,TUPARENDI,230
BA,CANUDOS,229
MA,LIMA CAMPOS,229
PR,REBOUÇAS,229
SP,TUIUTI,229
SC,APIÚNA,229
MG,IPUIÚNA,229
PB,NOVA FLORESTA,229
RN,CRUZETA,229
BA,SOUTO SOARES,229
MG,SANTA RITA DE JACUTINGA,229
BA,CRISTÓPOLIS,229
GO,OUVIDOR,229
PR,SÃO SEBASTIÃO DA AMOREIRA,229
PE,GAMELEIRA,229
RS,REDENTORA,229
MG,VIRGÍNIA,229
MA,SANTA LUZIA,229
CE,FARIAS BRITO,229
RO,CEREJEIRAS,229
SP,GUARANTÃ,229
RN,CAMPO GRANDE,228
RS,BARROS CASSAL,228
MG,NOVA PONTE,228
MG,MOEMA,228
SC,FAXINAL DOS GUEDES,228
TO,PARANÃ,228
SP,ESTIVA GERBI,228
PR,ICARAÍMA,228
GO,CACHOEIRA DOURADA,228
CE,COREAÚ,228
RN,GOVERNADOR DIX-SEPT ROSADO,228
PA,SÃO DOMINGOS DO CAPIM,228
MS,ELDORADO,228
MG,SÃO MIGUEL DO ANTA,228
BA,TREMEDAL,228
PR,MALLET,228
BA,PIATÃ,228
RN,SÃO JOSÉ DO CAMPESTRE,228
MG,PAINEIRAS,228
CE,IRAUÇUBA,228
PB,CONCEIÇÃO,228
PR,PARANACITY,228
MG,SÃO TOMÁS DE AQUINO,228
RO,BURITIS,228
MG,LIBERDADE,228
AM,NOVO ARIPUANÃ,228
PA,AVEIRO,228
PR,NOVA FÁTIMA,227
CE,TURURU,227
RS,ARROIO DO MEIO,227
MG,MUNHOZ,227
PR,MARILUZ,227
RR,MUCAJAÍ,227
RS,SÃO JOSÉ DO OURO,227
BA,ITATIM,227
MT,TERRA NOVA DO NORTE,227
PB,JACARAÚ,227
PB,ARARUNA,227
RN,GUAMARÉ,227
MG,PEQUI,227
GO,BARRO ALTO,227
MG,GUIMARÂNIA,227
PR,TUNEIRAS DO OESTE,227
MG,LAGAMAR,227
RN,LAGOA NOVA,227
SC,CORUPÁ,227
SC,SIDERÓPOLIS,227
MA,MIRANDA DO NORTE,227
SP,SANTA CRUZ DA CONCEIÇÃO,227
GO,BOM JARDIM DE GOIÁS,227
PB,FAGUNDES,226
MG,LASSANCE,226
GO,ITAUÇU,226
RO,NOVA MAMORÉ,226
PE,VICÊNCIA,226
SP,PAULICÉIA,226
RN,MAXARANGUAPE,226
RN,CERRO CORÁ,226
BA,SAPEAÇU,226
RS,MANOEL VIANA,226
RN,TANGARÁ,226
CE,UMIRIM,226
AL,MURICI,226
RS,ENTRE-IJUÍS,226
GO,SERRANÓPOLIS,226
PR,MARILÂNDIA DO SUL,226
CE,CRUZ,226
CE,CARIDADE,226
MA,CARUTAPERA,226
PR,SÃO JOÃO,226
PE,AMARAJI,226
RN,UPANEMA,226
AL,CAJUEIRO,226
MA,RIACHÃO,226
PR,CERRO AZUL,226
TO,ARAGUAÇU,226
CE,CARIÚS,225
PA,ELDORADO DOS CARAJÁS,225
RS,CORONEL BICACO,225
SC,MORRO DA FUMAÇA,225
SP,SALES,225
SP,CHAVANTES,225
SP,ITAPURA,225
CE,MORRINHOS,225
MG,PIMENTA,225
BA,WAGNER,225
MA,ALTO PARNAÍBA,225
SP,GUAIMBÊ,225
PA,SÃO JOÃO DO ARAGUAIA,225
BA,ANTÔNIO GONÇALVES,225
MT,PORTO ALEGRE DO NORTE,225
PI,CURIMATÁ,225
SP,ITIRAPUÃ,225
CE,SÃO JOÃO DO JAGUARIBE,225
PR,CONGONHINHAS,225
AL,SÃO JOSÉ DA LAJE,225
MG,SERRA DOS AIMORÉS,225
AL,OLHO D'ÁGUA DAS FLORES,225
PA,QUATIPURU,225
CE,CHOROZINHO,225
RN,IPANGUAÇU,225
SC,ITAPIRANGA,225
PI,BURITI DOS LOPES,225
RN,JARDIM DE PIRANHAS,225
MA,CÂNDIDO MENDES,225
CE,NOVA OLINDA,225
RS,MINAS DO LEÃO,224
SP,REDENÇÃO DA SERRA,224
CE,APUIARÉS,224
AC,MÂNCIO LIMA,224
BA,MANOEL VITORINO,224
CE,GROAÍRAS,224
BA,IPECAETÁ,224
RS,ANTÔNIO PRADO,224
MG,DORES DE CAMPOS,224
BA,AMÉRICA DOURADA,224
PE,SÃO VICENTE FÉRRER,224
RS,CAMPO NOVO,224
GO,GOIANDIRA,224
RN,BOM JESUS,224
RR,CANTÁ,224
PE,POÇÃO,224
BA,PIRIPÁ,224
SP,TARUMÃ,224
BA,MUCUGÊ,224
ES,MANTENÓPOLIS,224
PB,ARARA,224
MG,URUCÂNIA,224
RN,CARNAUBAIS,224
AM,EIRUNEPÉ,224
CE,QUIXERÉ,224
CE,CARNAUBAL,224
CE,POTENGI,224
SC,COCAL DO SUL,224
CE,BELA CRUZ,224
PR,QUITANDINHA,224
BA,CAPELA DO ALTO ALEGRE,224
GO,SANCLERLÂNDIA,224
BA,JANDAÍRA,224
PR,MANOEL RIBAS,224
PR,ALVORADA DO SUL,224
SP,ARANDU,224
PA,PEIXE-BOI,223
GO,NAZÁRIO,223
CE,ACARAPE,223
SP,ANALÂNDIA,223
PE,MIRANDIBA,223
BA,GOVERNADOR MANGABEIRA,223
SE,INDIAROBA,223
SP,ADOLFO,223
PR,SÃO JORGE D'OESTE,223
PE,BREJINHO,223
SE,AREIA BRANCA,223
BA,WENCESLAU GUIMARÃES,223
MG,FAMA,223
CE,CHORÓ,223
PR,TEIXEIRA SOARES,223
SC,NOVA VENEZA,223
MG,ITAPEVA,223
PA,CURRALINHO,223
MA,SENADOR LA ROCQUE,223
AL,SÃO SEBASTIÃO,223
PR,SANTA TEREZA DO OESTE,223
MS,INOCÊNCIA,223
BA,CANDEAL,223
SP,SALTO GRANDE,223
SP,SÃO JOSÉ DA BELA VISTA,223
SP,MONTEIRO LOBATO,222
MA,SÃO FRANCISCO DO MARANHÃO,222
BA,ARATUÍPE,222
SP,BARRA DO TURVO,222
MT,NORTELÂNDIA,222
SP,IRAPUÃ,222
MG,GOIANÁ,222
PA,BRASIL NOVO,222
PB,AROEIRAS,222
RN,TAIPU,222
SC,IRINEÓPOLIS,222
PE,JATOBÁ,222
MA,SANTA RITA,222
MG,SENADOR FIRMINO,222
AL,MARIBONDO,222
CE,ARNEIROZ,222
RN,AREZ,222
RS,AJURICABA,222
SC,MONTE CASTELO,222
SP,IBIRAREMA,222
SC,ASCURRA,222
BA,BOQUIRA,222
PE,CARNAUBEIRA DA PENHA,222
SP,JAMBEIRO,222
MA,SÃO MATEUS DO MARANHÃO,222
BA,MALHADA,222
PB,BONITO DE SANTA FÉ,222
MA,TUNTUM,222
PE,TACAIMBÓ,222
PE,IATI,222
MG,SILVIANÓPOLIS,222
PI,SÃO PEDRO DO PIAUÍ,222
SP,SÃO JOSÉ DO BARREIRO,221
SP,PEDRA BELA,221
