ESTADO,CIDADE,NUM_JOVEM
MG,UNIÃO DE MINAS,135
RS,IBIRAPUITÃ,135
PR,CRUZMALTINA,135
MG,FELÍCIO DOS SANTOS,135
PR,SANTA CECÍLIA DO PAVÃO,135
MG,CAJURI,135
SP,POLONI,135
RN,SENADOR ELÓI DE SOUZA,135
RS,NOVA BASSANO,135
BA,OURIÇANGAS,135
MG,MONTE FORMOSO,135
BA,ITAMARI,135
RS,ALECRIM,135
TO,ALMAS,135
PR,ALTAMIRA DO PARANÁ,135
RS,TUNAS,135
SC,IMBUIA,135
PI,ASSUNÇÃO DO PIAUÍ,135
MG,RUBELITA,135
PI,BOQUEIRÃO DO PIAUÍ,135
PB,EMAS,135
MT,GENERAL CARNEIRO,135
PI,SÃO BRAZ DO PIAUÍ,135
PI,CONCEIÇÃO DO CANINDÉ,135
TO,MAURILÂNDIA DO TOCANTINS,135
MG,SÃO ROQUE DE MINAS,135
RN,JOÃO DIAS,135
RS,ITATI,135
MA,LUÍS DOMINGUES,135
GO,BALIZA,135
MT,TESOURO,135
TO,ITAGUATINS,135
MG,PAULISTAS,135
RN,BODÓ,135
PR,LUPIONÓPOLIS,135
MG,PEDRA DOURADA,135
PI,COCAL DE TELHA,135
GO,SÃO PATRÍCIO,135
PR,SÃO PEDRO DO PARANÁ,135
GO,GOUVELÂNDIA,135
MG,CARMO DA CACHOEIRA,135
MA,BELÁGUA,135
TO,ANGICO,135
MA,PORTO RICO DO MARANHÃO,135
MG,CONFINS,134
SP,PONTALINDA,134
MG,CARVALHÓPOLIS,134
RN,ALMINO AFONSO,134
RN,SÃO JOÃO DO SABUGI,134
GO,MARZAGÃO,134
MT,SANTA TEREZINHA,134
TO,SILVANÓPOLIS,134
GO,ARENÓPOLIS,134
RO,PIMENTEIRAS DO OESTE,134
RS,CERRITO,134
PB,SÃO JOSÉ DO BONFIM,134
SC,ASCURRA,134
RN,SÍTIO NOVO,134
MG,CAREAÇU,134
SP,SÃO JOSÉ DO BARREIRO,134
MG,GAMELEIRAS,134
SC,LEOBERTO LEAL,134
PI,BARREIRAS DO PIAUÍ,134
GO,TROMBAS,134
SC,VARGEÃO,134
PR,BOA ESPERANÇA,134
RN,PEDRA PRETA,134
SC,CERRO NEGRO,134
SE,SÃO DOMINGOS,134
MG,RECREIO,134
MT,JANGADA,134
AL,JACUÍPE,134
AL,PINDOBA,134
RS,LINDOLFO COLLOR,134
SC,CHAPADÃO DO LAGEADO,134
SE,CANHOBA,134
MG,PRADOS,134
TO,BOM JESUS DO TOCANTINS,134
SP,CABRÁLIA PAULISTA,134
TO,LAGOA DO TOCANTINS,134
BA,ITANAGRA,134
PI,FRANCISCO AYRES,134
GO,APARECIDA DO RIO DOCE,134
SP,ALTAIR,134
RS,SALVADOR DO SUL,134
MG,CIPOTÂNEA,133
PI,SÃO FÉLIX DO PIAUÍ,133
SP,SALES OLIVEIRA,133
SE,PEDRA MOLE,133
GO,CAMPINAÇU,133
MG,ANDRELÂNDIA,133
TO,RIO DOS BOIS,133
GO,SANTA TEREZA DE GOIÁS,133
RS,IBIAÇÁ,133
MG,CONCEIÇÃO DA APARECIDA,133
GO,ESTRELA DO NORTE,133
MS,JARAGUARI,133
TO,PONTE ALTA DO TOCANTINS,133
MG,BERILO,133
RS,BOM PRINCÍPIO,133
TO,BANDEIRANTES DO TOCANTINS,133
PB,SÃO JOÃO DO TIGRE,133
MG,DOM JOAQUIM,133
MG,IBITIÚRA DE MINAS,133
MG,COQUEIRAL,133
SC,ROMELÂNDIA,133
PI,JÚLIO BORGES,133
BA,ELÍSIO MEDRADO,133
PI,SÃO JOSÉ DO DIVINO,133
MG,JUVENÍLIA,133
SE,FEIRA NOVA,133
SC,FORMOSA DO SUL,133
GO,PORTELÂNDIA,133
RN,BENTO FERNANDES,133
PI,SÃO MIGUEL DA BAIXA GRANDE,133
MG,TABULEIRO,133
MG,CAPITÃO ANDRADE,133
MG,RIO DOCE,133
PB,FREI MARTINHO,133
BA,NOVA REDENÇÃO,133
SC,OURO,133
RS,FORMIGUEIRO,133
SP,MONTEIRO LOBATO,133
SC,RIO RUFINO,133
SC,ATALANTA,133
GO,NOVO BRASIL,133
MG,VIRGOLÂNDIA,133
SC,DOUTOR PEDRINHO,133
SC,ANGELINA,133
RN,ACARI,133
MG,CONCEIÇÃO DE IPANEMA,133
SC,PAINEL,133
RS,MORRO REDONDO,133
AL,PALESTINA,133
MG,RIO NOVO,133
SC,BOCAINA DO SUL,133
MG,SÃO FRANCISCO DE PAULA,133
MG,DIVISA ALEGRE,133
TO,RIO SONO,133
MG,FLORESTAL,133
RN,SENADOR GEORGINO AVELINO,132
GO,VARJÃO,132
PR,CONSELHEIRO MAIRINCK,132
RS,CAMPO NOVO,132
TO,LAJEADO,132
SP,TAIÚVA,132
SP,RIBEIRÃO DO SUL,132
SP,AVAÍ,132
SC,CAIBI,132
PR,SANTA MÔNICA,132
MG,ÁGUA COMPRIDA,132
MT,VALE DE SÃO DOMINGOS,132
PB,LIVRAMENTO,132
SP,SANTA CRUZ DA CONCEIÇÃO,132
SP,SANTA CLARA D'OESTE,132
SC,SÃO JOÃO DO ITAPERIÚ,132
RS,ARROIO DO SAL,132
BA,ARATACA,132
SP,PONTES GESTAL,132
MG,NAZARENO,132
MG,FELIXLÂNDIA,132
PR,RIO BOM,132
PB,CARAÚBAS,132
PR,CAMPO BONITO,132
MG,SÃO JOÃO BATISTA DO GLÓRIA,132
MG,PAVÃO,132
SC,PRAIA GRANDE,132
MG,CORDISLÂNDIA,132
BA,PEDRÃO,132
RS,BARRA DO GUARITA,132
GO,SANTA ROSA DE GOIÁS,132
SP,ORIENTE,132
MT,CANABRAVA DO NORTE,132
PR,IRACEMA DO OESTE,132
RN,JANDUÍS,132
SP,NOVA INDEPENDÊNCIA,132
SP,ALTO ALEGRE,132
SP,CORUMBATAÍ,132
SE,NOSSA SENHORA DE LOURDES,132
SP,ESTRELA DO NORTE,132
GO,NOVA IGUAÇU DE GOIÁS,132
MG,CATUTI,132
MG,DIVISÓPOLIS,132
SE,CUMBE,132
RN,RAFAEL FERNANDES,132
MT,NOVA GUARITA,132
RS,NOVO CABRAIS,132
MG,IGUATAMA,132
SC,PALMEIRA,132
TO,FÁTIMA,131
MG,DESCOBERTO,131
SP,POPULINA,131
MA,CEDRAL,131
PR,ANAHY,131
PI,JUAZEIRO DO PIAUÍ,131
RS,INDEPENDÊNCIA,131
BA,CRAVOLÂNDIA,131
SP,PLATINA,131
RS,TUPARENDI,131
MS,ROCHEDO,131
PR,LUNARDELLI,131
MG,SANTO ANTÔNIO DO ITAMBÉ,131
PR,SULINA,131
SE,SÃO MIGUEL DO ALEIXO,131
RS,GUARANI DAS MISSÕES,131
GO,OURO VERDE DE GOIÁS,131
MT,GLÓRIA D'OESTE,131
TO,SAMPAIO,131
MG,CAPIM BRANCO,131
SP,JUMIRIM,131
TO,JUARINA,131
SP,AREIAS,131
MG,JOSÉ RAYDAN,131
SE,MACAMBIRA,131
GO,ITAJÁ,131
GO,GOIANDIRA,131
MG,CASCALHO RICO,131
SC,BANDEIRANTE,131
RS,MAMPITUBA,131
PR,SANTO ANTÔNIO DO PARAÍSO,131
SE,SANTA ROSA DE LIMA,131
RS,CAMBARÁ DO SUL,131
MG,PIEDADE DOS GERAIS,131
SP,ANHUMAS,131
MG,ARAÚJOS,131
MG,GURINHATÃ,131
RS,CHUÍ,131
TO,RECURSOLÂNDIA,131
PR,PORTO VITÓRIA,131
PI,ELISEU MARTINS,131
PR,PRADO FERREIRA,131
PI,PALMEIRA DO PIAUÍ,131
MG,PESCADOR,131
MG,SILVIANÓPOLIS,131
MT,NORTELÂNDIA,131
RS,GAURAMA,131
SC,PASSO DE TORRES,131
RS,VALE REAL,131
MS,RIO NEGRO,131
RS,IBIRAIARAS,131
PI,DOMINGOS MOURÃO,131
SP,INDIANA,131
TO,DOIS IRMÃOS DO TOCANTINS,131
GO,HIDROLINA,131
PR,NOVO ITACOLOMI,131
PI,DOM INOCÊNCIO,131
PR,LOBATO,131
SC,PLANALTO ALEGRE,131
PB,SÃO SEBASTIÃO DO UMBUZEIRO,131
PI,BREJO DO PIAUÍ,131
GO,PEROLÂNDIA,131
PI,SANTO INÁCIO DO PIAUÍ,131
GO,MONTIVIDIU DO NORTE,131
TO,ITAPORÃ DO TOCANTINS,130
SC,NOVA ERECHIM,130
MG,SANTO ANTÔNIO DO GRAMA,130
SC,SÃO JOÃO DO OESTE,130
SC,TIGRINHOS,130
RS,IBARAMA,130
MA,BENEDITO LEITE,130
PR,RANCHO ALEGRE D'OESTE,130
SP,NOVA ALIANÇA,130
SC,BRAÇO DO TROMBUDO,130
MG,LEANDRO FERREIRA,130
PB,CARRAPATEIRA,130
RN,ENCANTO,130
RS,SÃO MARTINHO,130
RS,ESTAÇÃO,130
SP,SANTÓPOLIS DO AGUAPEÍ,130
MT,RONDOLÂNDIA,130
MG,CAMPO AZUL,130
RS,CERRO GRANDE,130
MG,NOVA UNIÃO,130
MG,IBIRACATU,130
MG,AIURUOCA,130
MG,DIVISA NOVA,130
MG,CHÁCARA,130
PB,BOA VISTA,130
GO,SANTA ISABEL,130
MG,PEDRA DO INDAIÁ,130
PI,SÃO MIGUEL DO FIDALGO,130
MG,PAINS,130
BA,LAJEDO DO TABOCAL,130
MG,SÃO PEDRO DOS FERROS,130
PI,SANTA CRUZ DOS MILAGRES,130
MG,SAPUCAÍ-MIRIM,130
PI,JERUMENHA,130
RS,ITATIBA DO SUL,130
PR,GODOY MOREIRA,130
SC,IRACEMINHA,130
RN,RUY BARBOSA,130
PR,CAMPINA DO SIMÃO,129
MG,FARIA LEMOS,129
GO,ISRAELÂNDIA,129
PB,SANTO ANDRÉ,129
PR,NOSSA SENHORA DAS GRAÇAS,129
RS,GRAMADO XAVIER,129
TO,LUZINÓPOLIS,129
SP,CAIUÁ,129
MG,VERÍSSIMO,129
MG,SÃO JOSÉ DA VARGINHA,129
TO,CRISTALÂNDIA,129
MG,PIRANGUÇU,129
RS,CHIAPETTA,129
PI,SÃO LUIS DO PIAUÍ,129
AP,PRACUÚBA,129
PR,INDIANÓPOLIS,129
RS,BOQUEIRÃO DO LEÃO,129
MG,DORES DE CAMPOS,129
PB,AMPARO,129
SP,SANTA MERCEDES,129
RN,RIACHO DA CRUZ,129
MG,BIQUINHAS,129
GO,TRÊS RANCHOS,129
SC,SUL BRASIL,129
SP,ALVINLÂNDIA,129
MG,FAMA,129
PB,PASSAGEM,129
PR,BOM SUCESSO DO SUL,129
AL,JUNDIÁ,129
MG,MORRO DO PILAR,129
SP,PARAÍSO,129
SC,SÃO MARTINHO,129
TO,CASEARA,129
PB,NOVA PALMEIRA,129
PI,ARRAIAL,129
SC,ARVOREDO,129
BA,NOVA ITARANA,129
MG,MARAVILHAS,129
PR,PORTO RICO,129
PI,SANTA FILOMENA,129
RS,SANTA CLARA DO SUL,129
RS,HULHA NEGRA,129
SC,SALTINHO,129
SC,CORDILHEIRA ALTA,129
SP,SUZANÁPOLIS,129
MG,FORMOSO,129
MG,PIRAJUBA,129
SC,MODELO,129
PR,KALORÉ,129
MG,SERRANIA,129
PR,DOUTOR CAMARGO,129
MG,SÃO SEBASTIÃO DA VARGEM ALEGRE,128
MG,WENCESLAU BRAZ,128
GO,DIVINÓPOLIS DE GOIÁS,128
PR,ATALAIA,128
MG,QUARTEL GERAL,128
MG,GLAUCILÂNDIA,128
RN,ÁGUA NOVA,128
MT,APIACÁS,128
MA,GUIMARÃES,128
TO,MONTE DO CARMO,128
MG,ITAMBÉ DO MATO DENTRO,128
TO,PINDORAMA DO TOCANTINS,128
PB,SÃO JOSÉ DO SABUGI,128
MG,SÃO TIAGO,128
SC,RIO FORTUNA,128
SP,ALFREDO MARCONDES,128
PR,CAFEARA,128
SP,IPORANGA,128
PR,LEÓPOLIS,128
MG,CRUCILÂNDIA,128
TO,SÃO SEBASTIÃO DO TOCANTINS,128
SC,LUZERNA,128
SP,TORRE DE PEDRA,128
PB,MÃE D'ÁGUA,128
MG,LARANJAL,128
MT,SANTA RITA DO TRIVELATO,128
GO,AMARALINA,128
MG,PIRANGUINHO,128
MG,SÃO JOÃO DA LAGOA,128
PB,ALCANTIL,128
RS,BARRACÃO,128
MT,NOVA BRASILÂNDIA,128
SC,MIRIM DOCE,128
GO,COLINAS DO SUL,128
GO,PANAMÁ,128
PB,SOSSÊGO,128
SP,SANTA MARIA DA SERRA,128
MG,IBIAÍ,128
SC,VARGEM,128
MG,ITUTINGA,128
MT,NOVA MARINGÁ,128
RS,FORTALEZA DOS VALOS,128
PI,RIBEIRA DO PIAUÍ,128
SP,MACEDÔNIA,128
BA,PLANALTINO,127
PR,BELA VISTA DA CAROBA,127
RS,FAXINAL DO SOTURNO,127
GO,BRAZABRANTES,127
SP,GASTÃO VIDIGAL,127
PR,BOM JESUS DO SUL,127
SP,PARISI,127
AM,JAPURÁ,127
MG,SÃO BENTO ABADE,127
MA,CENTRAL DO MARANHÃO,127
MG,CONGONHAS DO NORTE,127
MG,JEQUITAÍ,127
MG,JOSÉ GONÇALVES DE MINAS,127
MG,PASSA VINTE,127
TO,ABREULÂNDIA,127
MG,SENADOR CORTES,127
MG,CAMACHO,127
RN,SANTA MARIA,127
PB,SÃO DOMINGOS DO CARIRI,127
MG,CONCEIÇÃO DO PARÁ,127
RS,SÃO JOSÉ DOS AUSENTES,127
MG,DELFINÓPOLIS,127
SC,DONA EMMA,127
RS,ARATIBA,127
SP,ÁLVARES FLORENCE,127
RS,LAVRAS DO SUL,127
GO,SÍTIO D'ABADIA,127
RN,VILA FLOR,127
SP,LAVÍNIA,127
RS,ROQUE GONZALES,127
MS,JATEÍ,127
PB,TENÓRIO,127
SC,PARAÍSO,127
MG,PAULA CÂNDIDO,127
RN,PEDRO AVELINO,127
PI,RIACHO FRIO,127
MG,CASA GRANDE,127
MG,SANTANA DO RIACHO,127
SC,FREI ROGÉRIO,126
GO,IVOLÂNDIA,126
BA,GONGOGI,126
MG,PRATINHA,126
GO,TERESINA DE GOIÁS,126
PB,QUIXABA,126
SP,FLORÍNEA,126
PB,GURJÃO,126
RN,PASSAGEM,126
RS,TAVARES,126
RN,RAFAEL GODEIRO,126
MT,NOVO HORIZONTE DO NORTE,126
MT,RIO BRANCO,126
RS,TIRADENTES DO SUL,126
MG,SERRANÓPOLIS DE MINAS,126
RS,AJURICABA,126
RS,LAJEADO DO BUGRE,126
RN,CAIÇARA DO RIO DO VENTO,126
RS,MAÇAMBARÁ,126
MG,SANTA BÁRBARA DO TUGÚRIO,126
RS,CAPÃO DO CIPÓ,126
RS,JABOTICABA,126
PI,CANAVIEIRA,126
MT,BARÃO DE MELGAÇO,126
MG,BOCAINA DE MINAS,126
PR,ESPERANÇA NOVA,126
PB,SÃO JOSÉ DOS CORDEIROS,126
SC,ARROIO TRINTA,126
SP,ARCO-ÍRIS,126
MG,CATAS ALTAS,126
AP,SERRA DO NAVIO,126
SP,PIQUEROBI,126
RS,ERVAL GRANDE,126
RN,FRUTUOSO GOMES,126
MG,PRESIDENTE KUBITSCHEK,126
PR,FAROL,126
SE,SANTANA DO SÃO FRANCISCO,126
BA,AIQUARA,126
RN,FERNANDO PEDROZA,126
SC,CAPÃO ALTO,125
RN,SÃO FRANCISCO DO OESTE,125
RS,CAMPINAS DO SUL,125
SC,TUNÁPOLIS,125
MG,MARIPÁ DE MINAS,125
GO,NOVA AMÉRICA,125
SC,MATOS COSTA,125
MG,PEQUERI,125
GO,MUTUNÓPOLIS,125
GO,ALOÂNDIA,125
MG,LAGOA DOS PATOS,125
SP,TAQUARAL,125
RS,JAQUIRANA,125
SP,ÁLVARO DE CARVALHO,125
RN,GALINHOS,125
MG,COMERCINHO,125
PR,QUATRO PONTES,125
AL,MAR VERMELHO,125
RS,BOA VISTA DO BURICÁ,125
RS,TUPANDI,125
MG,MARLIÉRIA,125
SP,SÃO FRANCISCO,125
RS,ESPERANÇA DO SUL,125
RN,SERRINHA DOS PINTOS,125
SP,UNIÃO PAULISTA,125
MG,RIACHINHO,125
MG,PALMA,125
RS,PROGRESSO,125
RS,NOVA ARAÇÁ,125
RN,OURO BRANCO,125
RN,TRIUNFO POTIGUAR,125
SP,RUBINÉIA,125
RS,CERRO BRANCO,125
MT,TORIXORÉU,125
SP,NOVA LUZITÂNIA,124
RS,CAPIVARI DO SUL,124
MG,CARRANCAS,124
PI,PAJEÚ DO PIAUÍ,124
RS,SÃO PEDRO DAS MISSÕES,124
RN,SÃO BENTO DO NORTE,124
PI,SEBASTIÃO BARROS,124
MG,ESTRELA DO INDAIÁ,124
GO,PROFESSOR JAMIL,124
RS,SÃO NICOLAU,124
MG,CLARAVAL,124
AL,FELIZ DESERTO,124
RS,NOVA PALMA,124
RS,CÂNDIDO GODÓI,124
BA,SÃO JOSÉ DA VITÓRIA,124
MG,ROMARIA,124
SP,CÁSSIA DOS COQUEIROS,124
PB,AREIA DE BARAÚNAS,124
SP,SALMOURÃO,124
RN,PEDRA GRANDE,124
BA,IBIQUERA,124
PR,FLÓRIDA,124
RS,SANTA MARIA DO HERVAL,124
MG,RIO PRETO,124
PR,IVATUBA,124
RS,TRÊS FORQUILHAS,124
SP,ZACARIAS,124
MG,PEDRINÓPOLIS,124
TO,CARRASCO BONITO,124
TO,SANTA ROSA DO TOCANTINS,124
MG,POUSO ALTO,124
MG,SANTA FÉ DE MINAS,124
MG,VIEIRAS,124
GO,NOVA ROMA,124
RS,LIBERATO SALZANO,124
RS,TRÊS PALMEIRAS,124
MG,BOM JESUS DA PENHA,124
PR,OURIZONA,124
MT,LUCIARA,124
BA,LAJEDINHO,124
TO,SÃO SALVADOR DO TOCANTINS,124
MG,ABADIA DOS DOURADOS,123
RS,ANTA GORDA,123
RS,CASCA,123
MG,CÓRREGO DANTA,123
MG,HELIODORA,123
MG,NOVA MÓDICA,123
MG,CAMPANÁRIO,123
BA,ITAQUARA,123
PR,PINHAL DE SÃO BENTO,123
RS,IPÊ,123
RS,ITAARA,123
RS,TUCUNDUVA,123
SC,IPIRA,123
RS,ACEGUÁ,123
SP,CORONEL MACEDO,123
MG,DOM BOSCO,123
TO,ALIANÇA DO TOCANTINS,123
MG,NATALÂNDIA,123
MG,LAGAMAR,123
PR,UNIFLOR,123
RS,MATA,123
PI,FRANCINÓPOLIS,123
RN,BARCELONA,123
MG,FORTUNA DE MINAS,123
PR,SÃO MANOEL DO PARANÁ,123
MG,INGAÍ,123
GO,JESÚPOLIS,123
SC,ÁGUAS MORNAS,123
PI,TANQUE DO PIAUÍ,123
RS,SÃO JOSÉ DO OURO,123
TO,CONCEIÇÃO DO TOCANTINS,123
MG,INIMUTABA,123
PR,BOA ESPERANÇA DO IGUAÇU,123
MG,SÃO THOMÉ DAS LETRAS,123
MG,BRAÚNAS,123
RS,CACIQUE DOBLE,123
PI,PEDRO LAURENTINO,123
PI,ANTÔNIO ALMEIDA,123
TO,BREJINHO DE NAZARÉ,123
PB,RIACHO DE SANTO ANTÔNIO,123
BA,SANTA CRUZ DA VITÓRIA,123
MT,PORTO DOS GAÚCHOS,122
PI,JOÃO COSTA,122
MG,SANTA CRUZ DE SALINAS,122
SP,BREJO ALEGRE,122
SC,IBICARÉ,122
MG,SÃO PEDRO DA UNIÃO,122
MG,SANTA BÁRBARA DO MONTE VERDE,122
PI,TAMBORIL DO PIAUÍ,122
MG,TAPARUBA,122
MG,SÃO TOMÁS DE AQUINO,122
MG,CAPETINGA,122
SP,PONGAÍ,122
MT,RIBEIRÃOZINHO,122
MG,IPIAÇU,122
MG,ARAPUÁ,122
PI,SANTO ANTÔNIO DOS MILAGRES,122
GO,SÃO JOÃO DA PARAÚNA,122
RS,TURUÇU,122
PR,SALGADO FILHO,122
RS,BROCHIER,122
SP,LUTÉCIA,122
SP,MAGDA,122
SP,BARÃO DE ANTONINA,122
TO,SANTA MARIA DO TOCANTINS,122
RS,ILÓPOLIS,122
PR,ÂNGULO,122
RS,ÁGUA SANTA,122
SC,PONTE ALTA DO NORTE,122
MG,ESTRELA DALVA,122
PI,BELA VISTA DO PIAUÍ,122
RS,SELBACH,122
MG,PONTO CHIQUE,122
MG,MIRAVÂNIA,122
MG,SÃO JOÃO DO PACUÍ,122
GO,GUARINOS,122
MG,DIONÍSIO,122
RS,MARCELINO RAMOS,122
RO,PRIMAVERA DE RONDÔNIA,122
PR,MIRADOR,122
SP,FLOREAL,122
PB,ZABELÊ,122
GO,DAMOLÂNDIA,121
SE,DIVINA PASTORA,121
SC,SALTO VELOSO,121
RS,RIOZINHO,121
RS,ALEGRIA,121
TO,CACHOEIRINHA,121
MG,DESTERRO DO MELO,121
PB,ALGODÃO DE JANDAÍRA,121
PI,LANDRI SALES,121
RS,CIRÍACO,121
MG,CACHOEIRA DA PRATA,121
SC,LINDÓIA DO SUL,121
MG,CÓRREGO FUNDO,121
GO,MAIRIPOTABA,121
MG,SERRANOS,121
RS,PARAÍ,121
SC,MORRO GRANDE,121
RS,DOUTOR MAURÍCIO CARDOSO,121
RS,PAIM FILHO,121
MG,CONCEIÇÃO DA BARRA DE MINAS,121
RN,FRANCISCO DANTAS,121
MG,SÃO GERALDO DA PIEDADE,121
RS,NOVO BARREIRO,121
SP,CAIABU,121
SC,CELSO RAMOS,121
PI,FLORESTA DO PIAUÍ,121
MG,MADRE DE DEUS DE MINAS,121
SP,SANTO EXPEDITO,121
TO,JAÚ DO TOCANTINS,121
SC,PAIAL,121
SP,PEDRANÓPOLIS,121
MT,ARAGUAIANA,121
PR,SANTO ANTONIO DO CAIUÁ,121
TO,CARMOLÂNDIA,121
SC,ÁGUAS FRIAS,121
PR,PARANAPOEMA,121
SE,MALHADA DOS BOIS,120
SP,BENTO DE ABREU,120
MG,SENADOR MODESTINO GONÇALVES,120
PB,JOCA CLAUDINO,120
TO,TUPIRATINS,120
PI,OLHO D'ÁGUA DO PIAUÍ,120
RS,DILERMANDO DE AGUIAR,120
SP,PRESIDENTE ALVES,120
MG,SÃO JOÃO DA MATA,120
SC,UNIÃO DO OESTE,120
MG,ONÇA DE PITANGUI,120
RS,QUEVEDOS,120
GO,JAUPACI,120
RS,HUMAITÁ,120
BA,LAFAIETE COUTINHO,120
SP,BOREBI,120
MG,IBERTIOGA,120
RS,MUITOS CAPÕES,120
RS,NOVA ESPERANÇA DO SUL,120
MG,GUARACIAMA,120
MG,JOAQUIM FELÍCIO,120
RS,HARMONIA,120
RS,MARIANA PIMENTEL,120
SP,RUBIÁCEA,120
MG,RESSAQUINHA,120
MG,SENHORA DO PORTO,120
MG,SALTO DA DIVISA,120
RS,PINHAL,120
SC,NOVO HORIZONTE,120
GO,CALDAZINHA,120
PI,SÃO GONÇALO DO GURGUÉIA,119
SC,PRESIDENTE NEREU,119
RS,BOA VISTA DO INCRA,119
MG,SANTO HIPÓLITO,119
BA,BARRA DO ROCHA,119
RN,CAIÇARA DO NORTE,119
SC,ERMO,119
SP,RIBEIRA,119
MG,EWBANK DA CÂMARA,119
PB,PARARI,119
RN,SÃO JOSÉ DO SERIDÓ,119
TO,SÃO VALÉRIO,119
RS,SAGRADA FAMÍLIA,119
SC,BOM JARDIM DA SERRA,119
MG,PEQUI,119
SC,XAVANTINA,119
SC,IRATI,119
MG,MARMELÓPOLIS,119
SC,BELMONTE,119
MG,BOM JARDIM DE MINAS,119
SP,MARABÁ PAULISTA,119
SP,MARIÁPOLIS,119
TO,TUPIRAMA,119
PR,ARIRANHA DO IVAÍ,119
RS,ALTO FELIZ,119
RS,VILA NOVA DO SUL,119
SE,TELHA,119
RS,CAMPOS BORGES,119
SC,SANTA TEREZINHA DO PROGRESSO,119
SC,SERRA ALTA,119
MG,MORRO DA GARÇA,119
RS,BOSSOROCA,119
SC,GALVÃO,118
RS,VILA MARIA,118
RS,MATO LEITÃO,118
GO,CACHOEIRA DE GOIÁS,118
RS,PINHAL GRANDE,118
MG,SÃO JOSÉ DO GOIABAL,118
RN,JARDIM DE ANGICOS,118
MG,RIO DO PRADO,118
RS,RONDINHA,118
SP,MURUTINGA DO SUL,118
PB,SERRA DA RAIZ,118
RS,MORMAÇO,118
BA,DOM MACEDO COSTA,118
SP,ÓLEO,118
TO,CHAPADA DE AREIA,118
MT,SERRA NOVA DOURADA,118
SC,ABDON BATISTA,118
SE,ITABI,118
SC,PINHEIRO PRETO,118
MG,SANTA RITA DE JACUTINGA,118
RS,QUINZE DE NOVEMBRO,118
GO,UIRAPURU,118
SC,ANITÁPOLIS,118
MG,URUANA DE MINAS,118
PR,NOVA ALIANÇA DO IVAÍ,118
TO,PIRAQUÊ,118
RS,BRAGA,118
MG,RIO MANSO,118
RN,RIACHO DE SANTANA,118
TO,NOVA ROSALÂNDIA,118
RS,BARÃO,118
RS,PEJUÇARA,118
SP,ITAOCA,118
SC,MAJOR GERCINO,117
RS,CHARRUA,117
SP,SEBASTIANÓPOLIS DO SUL,117
RS,DERRUBADAS,117
RS,MORRO REUTER,117
GO,ÁGUA LIMPA,117
SP,ASPÁSIA,117
TO,NOVO ALEGRE,117
GO,PALMELO,117
SP,LUCIANÓPOLIS,117
SP,OSCAR BRESSANE,117
MG,BOM JESUS DO AMPARO,117
SC,SÃO BERNARDINO,117
RS,CAIBATÉ,117
MG,JENIPAPO DE MINAS,117
RS,HERVEIRAS,117
SP,ELISIÁRIO,117
TO,AURORA DO TOCANTINS,117
RS,MULITERNO,117
RS,SÃO MARTINHO DA SERRA,117
SP,TIMBURI,117
RS,SÃO JOÃO DA URTIGA,117
PB,OURO VELHO,117
MT,SALTO DO CÉU,117
SC,CORONEL MARTINS,117
RS,TIO HUGO,117
GO,AURILÂNDIA,117
TO,BRASILÂNDIA DO TOCANTINS,117
SP,EMBAÚBA,117
TO,RIO DA CONCEIÇÃO,116
SC,IOMERÊ,116
MG,PIAU,116
RS,VILA FLORES,116
SP,CÂNDIDO RODRIGUES,116
GO,LAGOA SANTA,116
MG,SERITINGA,116
RS,ESTRELA VELHA,116
RS,MATO CASTELHANO,116
SP,MONTE CASTELO,116
MT,UNIÃO DO SUL,116
TO,PONTE ALTA DO BOM JESUS,116
SC,JUPIÁ,116
RS,VIADUTOS,116
SP,VITÓRIA BRASIL,116
TO,SANTA RITA DO TOCANTINS,116
MG,CÓRREGO DO BOM JESUS,116
RS,MUÇUM,116
MG,LEME DO PRADO,116
SP,LOURDES,116
SE,AMPARO DE SÃO FRANCISCO,116
SP,GABRIEL MONTEIRO,116
SE,GENERAL MAYNARD,116
RS,ARROIO DO PADRE,116
BA,IRAJUBA,116
RS,ESMERALDA,115
GO,CUMARI,115
SC,MAREMA,115
RN,VIÇOSA,115
RN,LAGOA DE VELHOS,115
MT,NOVA MARILÂNDIA,115
RS,VALE VERDE,115
RS,DOIS IRMÃOS DAS MISSÕES,115
MG,ARAÇAÍ,115
TO,CRIXÁS DO TOCANTINS,115
RS,LAGOA BONITA DO SUL,115
TO,SANTA TEREZINHA DO TOCANTINS,115
TO,LIZARDA,115
SP,INDIAPORÃ,115
RS,PONTÃO,115
SP,PAULISTÂNIA,115
RS,BOM PROGRESSO,115
RS,DAVID CANABARRO,115
SC,RANCHO QUEIMADO,115
RN,EQUADOR,115
PR,INAJÁ,115
MG,NATÉRCIA,115
MG,JOSENÓPOLIS,114
MG,CAPELA NOVA,114
RS,SÃO PAULO DAS MISSÕES,114
MG,AGUANIL,114
RS,MAXIMILIANO DE ALMEIDA,114
PI,PORTO ALEGRE DO PIAUÍ,114
PI,CAPITÃO GERVÁSIO OLIVEIRA,114
RS,RIO DOS ÍNDIOS,114
PI,MIGUEL LEÃO,114
MT,PORTO ESTRELA,114
RS,COLORADO,114
PB,SÃO JOSÉ DO BREJO DO CRUZ,114
MG,CHIADOR,114
